Date;AveragePrice;Large Bags;year;region
2017-07-23;1.37;26604.12;2017;Louisville
2017-07-16;1.44;26375.34;2017;Louisville
2017-07-09;1.01;53245.65;2017;Louisville
2017-07-02;1.02;38397.78;2017;Louisville
2017-06-25;0.97;47643.48;2017;Louisville
2017-06-18;1.06;29725.7;2017;Louisville
2017-06-11;1.04;45674.42;2017;Louisville
2017-06-04;1.06;53317.46;2017;Louisville
2017-05-28;1.08;44055.13;2017;Louisville
2017-05-21;1.1;35959.83;2017;Louisville
2017-05-14;1.27;26265.11;2017;Louisville
2017-05-07;1.06;52904.37;2017;Louisville
2017-04-30;1.26;23931.06;2017;Louisville
2017-04-23;1.17;31343.12;2017;Louisville
2017-04-16;1.22;31705.47;2017;Louisville
2017-04-09;1.2;26542.08;2017;Louisville
2017-04-02;1.15;33057.77;2017;Louisville
2017-03-26;1.11;32209.26;2017;Louisville
2017-03-19;1.29;10768.15;2017;Louisville
2017-03-12;1.18;26520.4;2017;Louisville
2017-03-05;0.99;36951.44;2017;Louisville
2017-02-26;0.95;28234.42;2017;Louisville
2017-02-19;0.94;36841.43;2017;Louisville
2017-02-12;0.75;55257.34;2017;Louisville
2017-02-05;0.91;29368.27;2017;Louisville
2017-01-29;0.94;40985.94;2017;Louisville
2017-01-22;0.94;38926.99;2017;Louisville
2017-01-15;1.06;25682.37;2017;Louisville
2017-01-08;0.86;42296.4;2017;Louisville
2017-01-01;0.77;35198.14;2017;Louisville
2017-12-31;1.17;79623.82;2017;MiamiFtLauderdale
2017-12-24;1.45;32139.28;2017;MiamiFtLauderdale
2017-12-17;1.01;72867.89;2017;MiamiFtLauderdale
2017-12-10;1.03;75667.98;2017;MiamiFtLauderdale
2017-12-03;1.35;56202;2017;MiamiFtLauderdale
2017-11-26;1.45;46606;2017;MiamiFtLauderdale
2017-11-19;1.23;75936;2017;MiamiFtLauderdale
2017-11-12;1.42;50234;2017;MiamiFtLauderdale
2017-11-05;1.53;35137.26;2017;MiamiFtLauderdale
2017-10-29;1.22;76768.87;2017;MiamiFtLauderdale
2017-10-22;1.59;57611.39;2017;MiamiFtLauderdale
2017-10-15;1.79;26089.53;2017;MiamiFtLauderdale
2017-10-08;1.92;28878.91;2017;MiamiFtLauderdale
2017-10-01;2.04;42234.48;2017;MiamiFtLauderdale
2017-09-24;1.93;42039.03;2017;MiamiFtLauderdale
2017-09-17;1.84;61152.89;2017;MiamiFtLauderdale
2017-09-10;1.81;23940.62;2017;MiamiFtLauderdale
2017-09-03;1.98;46519.25;2017;MiamiFtLauderdale
2017-08-27;1.65;51132.58;2017;MiamiFtLauderdale
2017-08-20;1.7;54596.03;2017;MiamiFtLauderdale
2017-08-13;1.51;73383.75;2017;MiamiFtLauderdale
2017-08-06;1.48;48348.78;2017;MiamiFtLauderdale
2017-07-30;1.46;55121.15;2017;MiamiFtLauderdale
2017-07-23;1.47;61377.68;2017;MiamiFtLauderdale
2017-07-16;1.48;41978.19;2017;MiamiFtLauderdale
2017-07-09;1.43;55317.47;2017;MiamiFtLauderdale
2017-07-02;1.44;72199.67;2017;MiamiFtLauderdale
2017-06-25;1.43;59391.58;2017;MiamiFtLauderdale
2017-06-18;1.52;62943.5;2017;MiamiFtLauderdale
2017-06-11;1.48;79488.96;2017;MiamiFtLauderdale
2017-06-04;1.49;64412.35;2017;MiamiFtLauderdale
2017-05-28;1.45;65217.4;2017;MiamiFtLauderdale
2017-05-21;1.49;60137.68;2017;MiamiFtLauderdale
2017-05-14;1.5;62633.79;2017;MiamiFtLauderdale
2017-05-07;1.17;112930.71;2017;MiamiFtLauderdale
2017-04-30;1.26;113901.78;2017;MiamiFtLauderdale
2017-04-23;1.51;63377.96;2017;MiamiFtLauderdale
2017-04-16;1.5;56062.15;2017;MiamiFtLauderdale
2017-04-09;1.54;40164.99;2017;MiamiFtLauderdale
2017-04-02;1.71;55950.64;2017;MiamiFtLauderdale
2017-03-26;1.71;61500.32;2017;MiamiFtLauderdale
2017-03-19;1.62;62486.58;2017;MiamiFtLauderdale
2017-03-12;1.7;47913.49;2017;MiamiFtLauderdale
2017-03-05;1.67;55692.97;2017;MiamiFtLauderdale
2017-02-26;1.26;59447.67;2017;MiamiFtLauderdale
2017-02-19;1.35;57722.39;2017;MiamiFtLauderdale
2017-02-12;0.97;102267.65;2017;MiamiFtLauderdale
2017-02-05;0.87;178368.65;2017;MiamiFtLauderdale
2017-01-29;1.3;108598.82;2017;MiamiFtLauderdale
2017-01-22;1.05;181454.14;2017;MiamiFtLauderdale
2017-01-15;1.34;128082.49;2017;MiamiFtLauderdale
2017-01-08;1.4;105206.85;2017;MiamiFtLauderdale
2017-01-01;0.98;193284.7;2017;MiamiFtLauderdale
2017-12-31;0.96;163761.83;2017;Midsouth
2017-12-24;1.26;118291.12;2017;Midsouth
2017-12-17;1.23;106279.96;2017;Midsouth
2017-12-10;1.07;172927.24;2017;Midsouth
2017-12-03;1.18;188039;2017;Midsouth
2017-11-26;1.33;128990;2017;Midsouth
2017-11-19;1.3;186157;2017;Midsouth
2017-11-12;1.33;181873;2017;Midsouth
2017-11-05;1.28;159168.35;2017;Midsouth
2017-10-29;1.41;153145.22;2017;Midsouth
2017-10-22;1.56;97558.95;2017;Midsouth
2017-10-15;1.63;123337.18;2017;Midsouth
2017-10-08;1.72;115357.54;2017;Midsouth
2017-10-01;1.64;120198.57;2017;Midsouth
2017-09-24;1.6;96708.78;2017;Midsouth
2017-09-17;1.55;98413.44;2017;Midsouth
2017-09-10;1.56;110137.25;2017;Midsouth
2017-09-03;1.54;116289.45;2017;Midsouth
2017-08-27;1.5;124191.97;2017;Midsouth
2017-08-20;1.41;145663;2017;Midsouth
2017-08-13;1.37;148877.99;2017;Midsouth
2017-08-06;1.34;122563.55;2017;Midsouth
2017-07-30;1.34;126121.45;2017;Midsouth
2017-07-23;1.34;114928.95;2017;Midsouth
2017-07-16;1.34;122607.37;2017;Midsouth
2017-07-09;1.29;191301.87;2017;Midsouth
2017-07-02;1.26;187005.45;2017;Midsouth
2017-06-25;1.27;187611.42;2017;Midsouth
2017-06-18;1.34;107064.11;2017;Midsouth
2017-06-11;1.34;167944.28;2017;Midsouth
2017-06-04;1.43;187872.39;2017;Midsouth
2017-05-28;1.38;230580.56;2017;Midsouth
2017-05-21;1.34;193338.02;2017;Midsouth
2017-05-14;1.31;148638.5;2017;Midsouth
2017-05-07;1.19;237524.29;2017;Midsouth
2017-04-30;1.38;142458.63;2017;Midsouth
2017-04-23;1.4;136072.44;2017;Midsouth
2017-04-16;1.43;125318.67;2017;Midsouth
2017-04-09;1.39;93875.58;2017;Midsouth
2017-04-02;1.3;126225.16;2017;Midsouth
2017-03-26;1.33;135004.05;2017;Midsouth
2017-03-19;1.35;98619.63;2017;Midsouth
2017-03-12;1.33;123511.69;2017;Midsouth
2017-03-05;1.14;131525.12;2017;Midsouth
2017-02-26;1.2;123351.91;2017;Midsouth
2017-02-19;1.19;147587.67;2017;Midsouth
2017-02-12;1.07;190222.35;2017;Midsouth
2017-02-05;0.95;161722.79;2017;Midsouth
2017-01-29;1.22;153112.84;2017;Midsouth
2017-01-22;1.17;181562.03;2017;Midsouth
2017-01-15;1.23;125271.44;2017;Midsouth
2017-01-08;1.11;130291.21;2017;Midsouth
2017-01-01;1.12;151226.51;2017;Midsouth
2017-12-31;0.81;18477.36;2017;Nashville
2017-12-24;1.04;12231.63;2017;Nashville
2017-12-17;0.91;12580.32;2017;Nashville
2017-12-10;0.9;13872.64;2017;Nashville
2017-12-03;1.01;18913;2017;Nashville
2017-11-26;1.08;10358;2017;Nashville
2017-11-19;1.02;10329;2017;Nashville
2017-11-12;1.07;9118;2017;Nashville
2017-11-05;1.02;11123.57;2017;Nashville
2017-10-29;1.14;13183.91;2017;Nashville
2017-10-22;1.41;9599.22;2017;Nashville
2017-10-15;1.57;10144.19;2017;Nashville
2017-10-08;1.76;10304.45;2017;Nashville
2017-10-01;1.7;7431.64;2017;Nashville
2017-09-24;1.66;7350.47;2017;Nashville
2017-09-17;1.48;10118.1;2017;Nashville
2017-09-10;1.42;7881.98;2017;Nashville
2017-09-03;1.34;10273.89;2017;Nashville
2017-08-27;1.28;10803.43;2017;Nashville
2017-08-20;1.07;17632.7;2017;Nashville
2017-08-13;1.05;16066.8;2017;Nashville
2017-08-06;1.13;12836.41;2017;Nashville
2017-07-30;1.14;14827.94;2017;Nashville
2017-07-23;1.21;9364.25;2017;Nashville
2017-07-16;1.18;13092.37;2017;Nashville
2017-07-09;0.99;22029.25;2017;Nashville
2017-07-02;0.96;15456.31;2017;Nashville
2017-06-25;0.9;18681.51;2017;Nashville
2017-06-18;1;10905.92;2017;Nashville
2017-06-11;1.13;10764.96;2017;Nashville
2017-06-04;1.07;14782.06;2017;Nashville
2017-05-28;0.97;37474.7;2017;Nashville
2017-05-21;0.99;23799.21;2017;Nashville
2017-05-14;1.02;18978.41;2017;Nashville
2017-05-07;0.84;21424.14;2017;Nashville
2017-04-30;0.99;20198.8;2017;Nashville
2017-04-23;1.1;8397.37;2017;Nashville
2017-04-16;1.09;5170.15;2017;Nashville
2017-04-09;1.03;6780.13;2017;Nashville
2017-04-02;0.95;7520.84;2017;Nashville
2017-03-26;0.91;6937.53;2017;Nashville
2017-03-19;0.96;5995.7;2017;Nashville
2017-03-12;0.75;6434.99;2017;Nashville
2017-03-05;0.6;6875.72;2017;Nashville
2017-02-26;0.88;8088.68;2017;Nashville
2017-02-19;0.82;8146.85;2017;Nashville
2017-02-12;0.66;19120.08;2017;Nashville
2017-02-05;0.68;20622.37;2017;Nashville
2017-01-29;0.93;14816.18;2017;Nashville
2017-01-22;0.87;24413.26;2017;Nashville
2017-01-15;0.89;15372.87;2017;Nashville
2017-01-08;0.84;12089.55;2017;Nashville
2017-01-01;0.73;20952.22;2017;Nashville
2017-12-31;1.06;11333.76;2017;NewOrleansMobile
2017-12-24;1.14;8224.71;2017;NewOrleansMobile
2017-12-17;1.03;10321.92;2017;NewOrleansMobile
2017-12-10;1.06;11513.64;2017;NewOrleansMobile
2017-12-03;0.97;3609;2017;NewOrleansMobile
2017-11-26;1.27;8817;2017;NewOrleansMobile
2017-11-19;1.27;8597;2017;NewOrleansMobile
2017-11-12;1.11;4411;2017;NewOrleansMobile
2017-11-05;1.32;6089.35;2017;NewOrleansMobile
2017-10-29;1.11;11155.63;2017;NewOrleansMobile
2017-10-22;1.26;10571.23;2017;NewOrleansMobile
2017-10-15;1.46;8511.97;2017;NewOrleansMobile
2017-10-08;1.34;13738.69;2017;NewOrleansMobile
2017-10-01;1.72;12793.27;2017;NewOrleansMobile
2017-09-24;1.7;9616.14;2017;NewOrleansMobile
2017-09-17;1.62;10177.19;2017;NewOrleansMobile
2017-09-10;1.62;5951.88;2017;NewOrleansMobile
2017-09-03;1.57;9259.77;2017;NewOrleansMobile
2017-08-27;1.46;5129.29;2017;NewOrleansMobile
2017-08-20;1.46;10098.8;2017;NewOrleansMobile
2017-08-13;1.39;10286.92;2017;NewOrleansMobile
2017-08-06;1.33;10734.76;2017;NewOrleansMobile
2017-07-30;1.4;9484.64;2017;NewOrleansMobile
2017-07-23;1.39;12526.55;2017;NewOrleansMobile
2017-07-16;1.32;9641.12;2017;NewOrleansMobile
2017-07-09;1.26;5261.2;2017;NewOrleansMobile
2017-07-02;1.27;4992.58;2017;NewOrleansMobile
2017-06-25;1.3;8091.81;2017;NewOrleansMobile
2017-06-18;1.29;4569.86;2017;NewOrleansMobile
2017-06-11;1.32;8992.57;2017;NewOrleansMobile
2017-06-04;1.38;5313.69;2017;NewOrleansMobile
2017-05-28;1.39;10461.38;2017;NewOrleansMobile
2017-05-21;1.36;10833.16;2017;NewOrleansMobile
2017-05-14;1.35;10375.34;2017;NewOrleansMobile
2017-05-07;1.02;17223.1;2017;NewOrleansMobile
2017-04-30;1.32;10988.67;2017;NewOrleansMobile
2017-04-23;1.35;8843.41;2017;NewOrleansMobile
2017-04-16;1.27;9889.26;2017;NewOrleansMobile
2017-04-09;1.34;8934;2017;NewOrleansMobile
2017-04-02;1.37;9845.06;2017;NewOrleansMobile
2017-03-26;1.38;10526.56;2017;NewOrleansMobile
2017-03-19;1.32;9849.58;2017;NewOrleansMobile
2017-03-12;1.32;9832.24;2017;NewOrleansMobile
2017-03-05;1.13;8536.1;2017;NewOrleansMobile
2017-02-26;0.98;8046.03;2017;NewOrleansMobile
2017-02-19;1.11;7834.18;2017;NewOrleansMobile
2017-02-12;0.9;13862.65;2017;NewOrleansMobile
2017-02-05;0.61;26378.85;2017;NewOrleansMobile
2017-01-29;0.97;15523.54;2017;NewOrleansMobile
2017-01-22;1.06;29497.19;2017;NewOrleansMobile
2017-01-15;1.01;16912.83;2017;NewOrleansMobile
2017-01-08;1.1;13645.16;2017;NewOrleansMobile
2017-01-01;0.81;24039.54;2017;NewOrleansMobile
2017-12-31;1.33;78507.08;2017;NewYork
2017-12-24;1.34;24894.3;2017;NewYork
2017-12-17;1.41;18174.07;2017;NewYork
2017-12-10;1.14;23130.51;2017;NewYork
2017-12-03;1.41;30177;2017;NewYork
2017-11-26;1.42;99837;2017;NewYork
2017-11-19;1.37;185014;2017;NewYork
2017-11-12;1.52;33312;2017;NewYork
2017-11-05;1.41;60984.25;2017;NewYork
2017-10-29;1.57;23366.81;2017;NewYork
2017-10-22;1.54;24011.81;2017;NewYork
2017-10-15;1.68;33027.4;2017;NewYork
2017-10-08;1.69;19056.7;2017;NewYork
2017-10-01;1.67;32584.41;2017;NewYork
2017-09-24;1.65;22488.31;2017;NewYork
2017-09-17;1.61;34823.72;2017;NewYork
2017-09-10;1.61;35547.71;2017;NewYork
2017-09-03;1.8;9201.62;2017;NewYork
2017-08-27;1.81;13593.87;2017;NewYork
2017-08-20;1.75;20393.67;2017;NewYork
2017-08-13;1.58;49542.64;2017;NewYork
2017-08-06;1.56;24812.03;2017;NewYork
2017-07-30;1.52;17642.09;2017;NewYork
2017-07-23;1.55;21311.87;2017;NewYork
2017-07-16;1.57;13580.41;2017;NewYork
2017-07-09;1.63;42918.63;2017;NewYork
2017-07-02;1.72;223986.86;2017;NewYork
2017-06-25;1.47;126518.07;2017;NewYork
2017-06-18;1.82;113734.72;2017;NewYork
2017-06-11;1.74;233754.81;2017;NewYork
2017-06-04;1.83;90033.49;2017;NewYork
2017-05-28;1.75;178834.64;2017;NewYork
2017-05-21;1.8;70436.92;2017;NewYork
2017-05-14;1.75;71417.58;2017;NewYork
2017-05-07;1.65;305309.26;2017;NewYork
2017-04-30;1.84;44523.13;2017;NewYork
2017-04-23;1.68;41885.07;2017;NewYork
2017-04-16;1.76;55759.57;2017;NewYork
2017-04-09;1.75;51164.8;2017;NewYork
2017-04-02;1.74;48526.89;2017;NewYork
2017-03-26;1.72;49533.26;2017;NewYork
2017-03-19;1.7;40754.27;2017;NewYork
2017-03-12;1.76;49775.54;2017;NewYork
2017-03-05;1.39;33380.45;2017;NewYork
2017-02-26;1.55;65872.47;2017;NewYork
2017-02-19;1.28;41374.04;2017;NewYork
2017-02-12;1.19;63416.03;2017;NewYork
2017-02-05;1.24;50135.53;2017;NewYork
2017-01-29;1.52;51331.29;2017;NewYork
2017-01-22;1.48;36337.65;2017;NewYork
2017-01-15;1.38;38860.92;2017;NewYork
2017-01-08;1.29;40822.02;2017;NewYork
2017-01-01;1.44;30684.59;2017;NewYork
2017-12-31;1.31;213974.56;2017;Northeast
2017-12-24;1.37;161276.62;2017;Northeast
2017-12-17;1.35;160592.02;2017;Northeast
2017-12-10;1.17;170986.87;2017;Northeast
2017-12-03;1.32;137354;2017;Northeast
2017-11-26;1.37;296888;2017;Northeast
2017-11-19;1.37;452228;2017;Northeast
2017-11-12;1.35;170377;2017;Northeast
2017-11-05;1.45;224223.95;2017;Northeast
2017-10-29;1.52;165040.73;2017;Northeast
2017-10-22;1.51;88678.73;2017;Northeast
2017-10-15;1.62;122213.62;2017;Northeast
2017-10-08;1.63;166422.45;2017;Northeast
2017-10-01;1.61;178099.61;2017;Northeast
2017-09-24;1.59;153032.17;2017;Northeast
2017-09-17;1.54;168244.08;2017;Northeast
2017-09-10;1.61;130829.9;2017;Northeast
2017-09-03;1.75;106630.48;2017;Northeast
2017-08-27;1.7;130586.74;2017;Northeast
2017-08-20;1.68;160575.78;2017;Northeast
2017-08-13;1.49;194459.03;2017;Northeast
2017-08-06;1.52;165243.16;2017;Northeast
2017-07-30;1.49;119001.73;2017;Northeast
2017-07-23;1.46;149980.19;2017;Northeast
2017-07-16;1.5;138210.65;2017;Northeast
2017-07-09;1.58;140035.79;2017;Northeast
2017-07-02;1.63;355666.02;2017;Northeast
2017-06-25;1.54;215092.27;2017;Northeast
2017-06-18;1.68;209441.36;2017;Northeast
2017-06-11;1.68;350202.79;2017;Northeast
2017-06-04;1.74;179473.2;2017;Northeast
2017-05-28;1.71;283132.09;2017;Northeast
2017-05-21;1.66;160311.39;2017;Northeast
2017-05-14;1.67;162343.17;2017;Northeast
2017-05-07;1.53;640105.84;2017;Northeast
2017-04-30;1.6;184172.2;2017;Northeast
2017-04-23;1.59;250892.4;2017;Northeast
2017-04-16;1.65;200044.12;2017;Northeast
2017-04-09;1.6;242674.12;2017;Northeast
2017-04-02;1.62;241470.84;2017;Northeast
2017-03-26;1.54;176429.17;2017;Northeast
2017-03-19;1.59;192548.68;2017;Northeast
2017-03-12;1.6;276859.52;2017;Northeast
2017-03-05;1.34;56847.58;2017;Northeast
2017-02-26;1.43;100143.29;2017;Northeast
2017-02-19;1.36;75165.19;2017;Northeast
2017-02-12;1.19;111229.11;2017;Northeast
2017-02-05;1.23;84785.68;2017;Northeast
2017-01-29;1.39;73048.91;2017;Northeast
2017-01-22;1.39;68710.32;2017;Northeast
2017-01-15;1.36;64997.68;2017;Northeast
2017-01-08;1.25;58723.55;2017;Northeast
2017-01-01;1.35;49532.71;2017;Northeast
2017-12-31;1.13;27328.73;2017;NorthernNewEngland
2017-12-24;1.36;62465.85;2017;NorthernNewEngland
2017-12-17;1.26;60707.76;2017;NorthernNewEngland
2017-12-10;1.29;55269.67;2017;NorthernNewEngland
2017-12-03;1.1;21564;2017;NorthernNewEngland
2017-11-26;1.41;35483;2017;NorthernNewEngland
2017-11-19;1.36;54591;2017;NorthernNewEngland
2017-11-12;1.01;54675;2017;NorthernNewEngland
2017-11-05;1.51;29437.26;2017;NorthernNewEngland
2017-10-29;1.5;22356.86;2017;NorthernNewEngland
2017-10-22;1.52;22966.8;2017;NorthernNewEngland
2017-10-15;1.58;22827.17;2017;NorthernNewEngland
2017-10-08;1.61;33928.73;2017;NorthernNewEngland
2017-10-01;1.64;38766.68;2017;NorthernNewEngland
2017-09-24;1.63;37878.39;2017;NorthernNewEngland
2017-09-17;1.59;30805.66;2017;NorthernNewEngland
2017-09-10;1.74;36065.73;2017;NorthernNewEngland
2017-09-03;1.88;28132.5;2017;NorthernNewEngland
2017-08-27;1.83;41491.63;2017;NorthernNewEngland
2017-08-20;1.82;46083.51;2017;NorthernNewEngland
2017-08-13;1.24;39173.91;2017;NorthernNewEngland
2017-08-06;1.59;55252.69;2017;NorthernNewEngland
2017-07-30;1.55;40432.38;2017;NorthernNewEngland
2017-07-23;1.38;49641.75;2017;NorthernNewEngland
2017-07-16;1.39;46560.98;2017;NorthernNewEngland
2017-07-09;1.48;36856.6;2017;NorthernNewEngland
2017-07-02;1.57;36241.33;2017;NorthernNewEngland
2017-06-25;1.62;33800.62;2017;NorthernNewEngland
2017-06-18;1.52;40114.07;2017;NorthernNewEngland
2017-06-11;1.62;37008.92;2017;NorthernNewEngland
2017-06-04;1.66;36384.93;2017;NorthernNewEngland
2017-05-28;1.66;32252.85;2017;NorthernNewEngland
2017-05-21;1.54;32016.23;2017;NorthernNewEngland
2017-05-14;1.53;44152.36;2017;NorthernNewEngland
2017-05-07;1.23;154825.16;2017;NorthernNewEngland
2017-04-30;1.39;58543.09;2017;NorthernNewEngland
2017-04-23;1.38;92156.99;2017;NorthernNewEngland
2017-04-16;1.46;43804.47;2017;NorthernNewEngland
2017-04-09;1.33;29981.96;2017;NorthernNewEngland
2017-04-02;1.45;71634.25;2017;NorthernNewEngland
2017-03-26;1.38;60380.35;2017;NorthernNewEngland
2017-03-19;1.43;58150.45;2017;NorthernNewEngland
2017-03-12;1.41;86213.13;2017;NorthernNewEngland
2017-03-05;1.38;0;2017;NorthernNewEngland
2017-02-26;1.25;0;2017;NorthernNewEngland
2017-02-19;1.37;3.8;2017;NorthernNewEngland
2017-02-12;1.13;3.74;2017;NorthernNewEngland
2017-02-05;1.13;0;2017;NorthernNewEngland
2017-01-29;1.21;0;2017;NorthernNewEngland
2017-01-22;1.17;3.33;2017;NorthernNewEngland
2017-01-15;1.25;0;2017;NorthernNewEngland
2017-01-08;1.19;0;2017;NorthernNewEngland
2017-01-01;1.11;0;2017;NorthernNewEngland
2017-12-31;1.16;51536.31;2017;Orlando
2017-12-24;1.39;30820.8;2017;Orlando
2017-12-17;1.01;44549.77;2017;Orlando
2017-12-10;1.02;59365.26;2017;Orlando
2017-12-03;1.31;30905;2017;Orlando
2017-11-26;1.4;23490;2017;Orlando
2017-11-19;1.2;45015;2017;Orlando
2017-11-12;1.38;20525;2017;Orlando
2017-11-05;1.48;27265.55;2017;Orlando
2017-10-29;1.22;30786.9;2017;Orlando
2017-10-22;1.56;34933.45;2017;Orlando
2017-10-15;1.74;30926.39;2017;Orlando
2017-10-08;1.85;22104.52;2017;Orlando
2017-10-01;2;23856.66;2017;Orlando
2017-09-24;1.83;29207.07;2017;Orlando
2017-09-17;1.76;44255.92;2017;Orlando
2017-09-10;1.7;22215.35;2017;Orlando
2017-09-03;1.8;19778.33;2017;Orlando
2017-08-27;1.57;27371.33;2017;Orlando
2017-08-20;1.57;33852.75;2017;Orlando
2017-08-13;1.44;47374.89;2017;Orlando
2017-08-06;1.41;31827.18;2017;Orlando
2017-07-30;1.4;29287.68;2017;Orlando
2017-07-23;1.38;36664.21;2017;Orlando
2017-07-16;1.42;36936.33;2017;Orlando
2017-07-09;1.4;31959.89;2017;Orlando
2017-07-02;1.4;45105.89;2017;Orlando
2017-06-25;1.35;40833.84;2017;Orlando
2017-06-18;1.4;34065.7;2017;Orlando
2017-06-11;1.41;46130.83;2017;Orlando
2017-06-04;1.41;48034.23;2017;Orlando
2017-05-28;1.4;31992.33;2017;Orlando
2017-05-21;1.41;32650.35;2017;Orlando
2017-05-14;1.42;24508.25;2017;Orlando
2017-05-07;1.17;54085.95;2017;Orlando
2017-04-30;1.24;50039.56;2017;Orlando
2017-04-23;1.44;26467.68;2017;Orlando
2017-04-16;1.47;35583.83;2017;Orlando
2017-04-09;1.49;35589.07;2017;Orlando
2017-04-02;1.59;34620.34;2017;Orlando
2017-03-26;1.62;34365.05;2017;Orlando
2017-03-19;1.53;31630.23;2017;Orlando
2017-03-12;1.52;33232.2;2017;Orlando
2017-03-05;1.55;30993.88;2017;Orlando
2017-02-26;1.25;34737.38;2017;Orlando
2017-02-19;1.26;30721.48;2017;Orlando
2017-02-12;0.95;57365;2017;Orlando
2017-02-05;0.85;101426.69;2017;Orlando
2017-01-29;1.24;67422.83;2017;Orlando
2017-01-22;1;121936.43;2017;Orlando
2017-01-15;1.27;66907.79;2017;Orlando
2017-01-08;1.28;55671.45;2017;Orlando
2017-01-01;0.95;108384.87;2017;Orlando
2017-12-31;1.35;27426.45;2017;Philadelphia
2017-12-24;1.34;18161.73;2017;Philadelphia
2017-12-17;1.43;16471.35;2017;Philadelphia
2017-12-10;1.23;20276.59;2017;Philadelphia
2017-12-03;1.35;20793;2017;Philadelphia
2017-11-26;1.38;28309;2017;Philadelphia
2017-11-19;1.34;54389;2017;Philadelphia
2017-11-12;1.45;24629;2017;Philadelphia
2017-11-05;1.4;30808.34;2017;Philadelphia
2017-10-29;1.53;5986.88;2017;Philadelphia
2017-10-22;1.53;12659.67;2017;Philadelphia
2017-10-15;1.64;16556.18;2017;Philadelphia
2017-10-08;1.67;6584.4;2017;Philadelphia
2017-10-01;1.62;14840.81;2017;Philadelphia
2017-09-24;1.58;10231.1;2017;Philadelphia
2017-09-17;1.54;13754.25;2017;Philadelphia
2017-09-10;1.54;4683.69;2017;Philadelphia
2017-09-03;1.7;4430.61;2017;Philadelphia
2017-08-27;1.68;11204.43;2017;Philadelphia
2017-08-20;1.64;16327.26;2017;Philadelphia
2017-08-13;1.54;18466.21;2017;Philadelphia
2017-08-06;1.48;12272.99;2017;Philadelphia
2017-07-30;1.47;9611.12;2017;Philadelphia
2017-07-23;1.47;10184.05;2017;Philadelphia
2017-07-16;1.51;6522.1;2017;Philadelphia
2017-07-09;1.59;18000.56;2017;Philadelphia
2017-07-02;1.68;31592.58;2017;Philadelphia
2017-06-25;1.5;17872.78;2017;Philadelphia
2017-06-18;1.75;20864.75;2017;Philadelphia
2017-06-11;1.73;31846.4;2017;Philadelphia
2017-06-04;1.8;15415.88;2017;Philadelphia
2017-05-28;1.74;27089.29;2017;Philadelphia
2017-05-21;1.75;12100.33;2017;Philadelphia
2017-05-14;1.75;11346.21;2017;Philadelphia
2017-05-07;1.66;42203.27;2017;Philadelphia
2017-04-30;1.78;7305.77;2017;Philadelphia
2017-04-23;1.66;15167.09;2017;Philadelphia
2017-04-16;1.74;16680.54;2017;Philadelphia
2017-04-09;1.7;10506.23;2017;Philadelphia
2017-04-02;1.68;7821.06;2017;Philadelphia
2017-03-26;1.66;8828.54;2017;Philadelphia
2017-03-19;1.66;14115.41;2017;Philadelphia
2017-03-12;1.74;12054.53;2017;Philadelphia
2017-03-05;1.48;5062.05;2017;Philadelphia
2017-02-26;1.49;16639.45;2017;Philadelphia
2017-02-19;1.37;7863.07;2017;Philadelphia
2017-02-12;1.19;19337.73;2017;Philadelphia
2017-02-05;1.28;13700.39;2017;Philadelphia
2017-01-29;1.48;10028.59;2017;Philadelphia
2017-01-22;1.51;9387.36;2017;Philadelphia
2017-01-15;1.44;9006.12;2017;Philadelphia
2017-01-08;1.39;7753.16;2017;Philadelphia
2017-01-01;1.4;5163.19;2017;Philadelphia
2017-12-31;0.75;93945.85;2017;PhoenixTucson
2017-12-24;0.75;93116.53;2017;PhoenixTucson
2017-12-17;0.7;86441.58;2017;PhoenixTucson
2017-12-10;0.64;77062.75;2017;PhoenixTucson
2017-12-03;0.72;70637;2017;PhoenixTucson
2017-11-26;0.77;72473;2017;PhoenixTucson
2017-11-19;0.6;139564;2017;PhoenixTucson
2017-11-12;0.72;106780;2017;PhoenixTucson
2017-11-05;0.79;81893.32;2017;PhoenixTucson
2017-10-29;0.98;69622.08;2017;PhoenixTucson
2017-10-22;1.04;41122.71;2017;PhoenixTucson
2017-10-15;1.17;49516.84;2017;PhoenixTucson
2017-10-08;1.28;47192.19;2017;PhoenixTucson
2017-10-01;1.31;36823.2;2017;PhoenixTucson
2017-09-24;1.24;57632.7;2017;PhoenixTucson
2017-09-17;1.22;61433.94;2017;PhoenixTucson
2017-09-10;1.2;55189.64;2017;PhoenixTucson
2017-09-03;1.2;66904.18;2017;PhoenixTucson
2017-08-27;1.18;50196.95;2017;PhoenixTucson
2017-08-20;1.14;72488.26;2017;PhoenixTucson
2017-08-13;1.01;109113.99;2017;PhoenixTucson
2017-08-06;0.94;101493.08;2017;PhoenixTucson
2017-07-30;0.96;109657.89;2017;PhoenixTucson
2017-07-23;0.89;104409.36;2017;PhoenixTucson
2017-07-16;0.92;108849.63;2017;PhoenixTucson
2017-07-09;0.75;213096.11;2017;PhoenixTucson
2017-07-02;0.77;195838.66;2017;PhoenixTucson
2017-06-25;0.77;207048.21;2017;PhoenixTucson
2017-06-18;0.7;189932.27;2017;PhoenixTucson
2017-06-11;0.68;193693.59;2017;PhoenixTucson
2017-06-04;0.76;207645.03;2017;PhoenixTucson
